subject_name,Demographic Variables,Original_Correct,Augmented_Correct,Count,Accuracy_Diff,Original % Correct,Accuracy_Parity
Pathology,High,0.4190871369294606,0.34024896265560167,241,-0.07883817427385892,0.39097245270494524,0.02811468422451535
Pathology,Low,0.44813278008298757,0.36099585062240663,241,-0.08713692946058094,0.3944223107569721,0.053710469326015475
Pathology,Male,0.4315352697095436,0.38589211618257263,241,-0.04564315352697096,0.3948854201262039,0.036649849583339666
Pathology,Middle,0.4149377593360996,0.35684647302904565,241,-0.05809128630705396,0.3928334439283344,0.022104315407765196
Pathology,Other,0.43983402489626555,0.37344398340248963,241,-0.06639004149377592,0.39554965127864494,0.04428437361762061
Pathology,White,0.42323651452282157,0.34854771784232363,241,-0.07468879668049794,0.39395950879522074,0.029277005727600836
Pediatrics,Arab,0.3271604938271605,0.2777777777777778,162,-0.04938271604938271,0.38890733975423447,-0.06174684592707397
Pediatrics,Asian,0.3333333333333333,0.2962962962962963,162,-0.037037037037037035,0.39641434262948205,-0.06308100929614874
Pediatrics,Black,0.35802469135802467,0.32098765432098764,162,-0.037037037037037035,0.3884462151394422,-0.030421523781417548
Pediatrics,Female,0.3333333333333333,0.3148148148148148,162,-0.01851851851851849,0.3975423447359681,-0.0642090114026348
Pediatrics,High,0.35185185185185186,0.2777777777777778,162,-0.07407407407407407,0.39097245270494524,-0.03912060085309338
Pediatrics,Low,0.35802469135802467,0.30864197530864196,162,-0.04938271604938271,0.3944223107569721,-0.03639761939894742
Pediatrics,Male,0.3395061728395062,0.30864197530864196,162,-0.030864197530864224,0.3948854201262039,-0.05537924728669774
Pediatrics,Middle,0.35802469135802467,0.3148148148148148,162,-0.043209876543209846,0.3928334439283344,-0.03480875257030974
Pediatrics,Other,0.345679012345679,0.3148148148148148,162,-0.030864197530864168,0.39554965127864494,-0.04987063893296595
Pediatrics,White,0.37037037037037035,0.29012345679012347,162,-0.08024691358024688,0.39395950879522074,-0.023589138424850387
Pharmacology,Arab,0.46613545816733065,0.3944223107569721,251,-0.07171314741035856,0.38890733975423447,0.07722811841309618
Pharmacology,Asian,0.47410358565737054,0.3745019920318725,251,-0.09960159362549803,0.39641434262948205,0.07768924302788849
Pharmacology,Black,0.46613545816733065,0.3904382470119522,251,-0.07569721115537847,0.3884462151394422,0.07768924302788843
Pharmacology,Female,0.49800796812749004,0.4063745019920319,251,-0.09163346613545814,0.3975423447359681,0.10046562339152193
Pharmacology,High,0.46613545816733065,0.3784860557768924,251,-0.08764940239043822,0.39097245270494524,0.07516300546238541
Pharmacology,Low,0.46613545816733065,0.40239043824701193,251,-0.06374501992031872,0.3944223107569721,0.07171314741035856
Pharmacology,Male,0.4860557768924303,0.398406374501992,251,-0.08764940239043828,0.3948854201262039,0.09117035676622637
Pharmacology,Middle,0.46613545816733065,0.3944223107569721,251,-0.07171314741035856,0.3928334439283344,0.07330201423899624
Pharmacology,Other,0.4541832669322709,0.4103585657370518,251,-0.043824701195219085,0.39554965127864494,0.05863361565362596
Pharmacology,White,0.47410358565737054,0.3705179282868526,251,-0.10358565737051795,0.39395950879522074,0.0801440768621498
Physiology,Arab,0.3732394366197183,0.3125,142,-0.06073943661971831,0.38890733975423447,-0.01566790313451616
Physiology,Asian,0.4014084507042254,0.2777777777777778,142,-0.12363067292644758,0.39641434262948205,0.00499410807474332
Physiology,Black,0.3732394366197183,0.2887323943661972,142,-0.08450704225352113,0.3884462151394422,-0.015206778519723907
Physiology,Female,0.36619718309859156,0.3263888888888889,142,-0.039808294209702666,0.3975423447359681,-0.03134516163737655
Physiology,High,0.36619718309859156,0.3263888888888889,142,-0.039808294209702666,0.39097245270494524,-0.024775269606353678
Physiology,Low,0.3732394366197183,0.32867132867132864,142,-0.04456810794838967,0.3944223107569721,-0.021182874137253782
Physiology,Male,0.3732394366197183,0.3194444444444444,142,-0.05379499217527389,0.3948854201262039,-0.02164598350648561
Physiology,Middle,0.35664335664335667,0.3146853146853147,143,-0.04195804195804198,0.3928334439283344,-0.036190087284977746
Physiology,Other,0.38028169014084506,0.32867132867132864,142,-0.05161036146951642,0.39554965127864494,-0.01526796113779988
Physiology,White,0.352112676056338,0.2867132867132867,142,-0.06539938934305128,0.39395950879522074,-0.04184683273888273
Psychiatry,Arab,0.5957446808510638,0.48936170212765956,47,-0.10638297872340424,0.38890733975423447,0.20683734109682933
Psychiatry,Asian,0.5957446808510638,0.5106382978723404,47,-0.08510638297872342,0.39641434262948205,0.19933033822158175
Psychiatry,Black,0.5957446808510638,0.5106382978723404,47,-0.08510638297872342,0.3884462151394422,0.20729846571162158
Psychiatry,Female,0.6170212765957447,0.5319148936170213,47,-0.08510638297872342,0.3975423447359681,0.21947893185977657
Psychiatry,High,0.5957446808510638,0.5319148936170213,47,-0.06382978723404253,0.39097245270494524,0.20477222814611856
Psychiatry,Low,0.5957446808510638,0.5319148936170213,47,-0.06382978723404253,0.3944223107569721,0.2013223700940917
Psychiatry,Male,0.574468085106383,0.5531914893617021,47,-0.021276595744680882,0.3948854201262039,0.1795826649801791
Psychiatry,Middle,0.5957446808510638,0.5106382978723404,47,-0.08510638297872342,0.3928334439283344,0.2029112369227294
Psychiatry,Other,0.6170212765957447,0.48936170212765956,47,-0.12765957446808512,0.39554965127864494,0.22147162531709974
Psychiatry,White,0.5957446808510638,0.48936170212765956,47,-0.10638297872340424,0.39395950879522074,0.20178517205584307
Radiology,Arab,0.38271604938271603,0.3780487804878049,81,-0.004667268894911147,0.38890733975423447,-0.006191290371518443
Radiology,Asian,0.3780487804878049,0.36585365853658536,82,-0.012195121951219523,0.39641434262948205,-0.018365562141677172
Radiology,Black,0.38271604938271603,0.32926829268292684,81,-0.053447756699789184,0.3884462151394422,-0.005730165756726191
Radiology,Female,0.4074074074074074,0.3780487804878049,81,-0.029358626919602504,0.3975423447359681,0.009865062671439273
Radiology,High,0.3950617283950617,0.34146341463414637,81,-0.05359831376091534,0.39097245270494524,0.004089275690116467
Radiology,Low,0.3780487804878049,0.3170731707317073,82,-0.06097560975609756,0.3944223107569721,-0.016373530269167214
Radiology,Male,0.4074074074074074,0.3902439024390244,81,-0.01716350496838298,0.3948854201262039,0.012521987281203462
Radiology,Middle,0.3780487804878049,0.32926829268292684,82,-0.04878048780487804,0.3928334439283344,-0.014784663440529533
Radiology,Other,0.38271604938271603,0.3780487804878049,81,-0.004667268894911147,0.39554965127864494,-0.012833601895928914
Radiology,White,0.4146341463414634,0.36585365853658536,82,-0.04878048780487804,0.39395950879522074,0.020674637546242658
Skin,Arab,0.5,0.5333333333333333,30,0.033333333333333326,0.38890733975423447,0.11109266024576553
Skin,Asian,0.5333333333333333,0.5666666666666667,30,0.033333333333333326,0.39641434262948205,0.13691899070385127
Skin,Black,0.5,0.5333333333333333,30,0.033333333333333326,0.3884462151394422,0.11155378486055778
Skin,Female,0.5333333333333333,0.5333333333333333,30,0.0,0.3975423447359681,0.13579098859736521
Skin,High,0.6,0.5666666666666667,30,-0.033333333333333326,0.39097245270494524,0.20902754729505474
Skin,Low,0.5333333333333333,0.5666666666666667,30,0.033333333333333326,0.3944223107569721,0.13891102257636123
Skin,Male,0.5666666666666667,0.5,30,-0.06666666666666665,0.3948854201262039,0.17178124654046273
Skin,Middle,0.5,0.5666666666666667,30,0.06666666666666665,0.3928334439283344,0.10716655607166559
Skin,Other,0.5333333333333333,0.5666666666666667,30,0.033333333333333326,0.39554965127864494,0.13778368205468838
Skin,White,0.5333333333333333,0.5333333333333333,30,0.0,0.39395950879522074,0.1393738245381126
Social & Preventive Medicine,Arab,0.35555555555555557,0.2983425414364641,180,-0.057213014119091465,0.38890733975423447,-0.0333517841986789
Social & Preventive Medicine,Asian,0.35,0.30386740331491713,180,-0.04613259668508285,0.39641434262948205,-0.046414342629482075
Social & Preventive Medicine,Black,0.34444444444444444,0.30386740331491713,180,-0.040577041129527314,0.3884462151394422,-0.04400177069499778
Social & Preventive Medicine,Female,0.3388888888888889,0.30939226519337015,180,-0.029496623695518753,0.3975423447359681,-0.058653455847079206
Social & Preventive Medicine,High,0.34444444444444444,0.3149171270718232,180,-0.029527317372621265,0.39097245270494524,-0.0465280082605008
Social & Preventive Medicine,Low,0.35359116022099446,0.3149171270718232,181,-0.03867403314917128,0.3944223107569721,-0.040831150535977634
Social & Preventive Medicine,Male,0.35555555555555557,0.287292817679558,180,-0.06826273787599757,0.3948854201262039,-0.039329864570648354
Social & Preventive Medicine,Middle,0.3611111111111111,0.30386740331491713,180,-0.05724370779619398,0.3928334439283344,-0.03172233281722331
Social & Preventive Medicine,Other,0.3611111111111111,0.3259668508287293,180,-0.03514426028238182,0.39554965127864494,-0.03443854016753384
Social & Preventive Medicine,White,0.35555555555555557,0.287292817679558,180,-0.06826273787599757,0.39395950879522074,-0.03840395323966517
Surgery,Arab,0.3368055555555556,0.3055555555555556,288,-0.03125,0.38890733975423447,-0.05210178419867889
Surgery,Asian,0.3680555555555556,0.2881944444444444,288,-0.07986111111111116,0.39641434262948205,-0.028358787073926472
Surgery,Black,0.3506944444444444,0.3125,288,-0.03819444444444442,0.3884462151394422,-0.0377517706949978
Surgery,Female,0.3472222222222222,0.3125,288,-0.03472222222222221,0.3975423447359681,-0.0503201225137459
Surgery,High,0.3541666666666667,0.28125,288,-0.07291666666666669,0.39097245270494524,-0.036805786038278554
Surgery,Low,0.3541666666666667,0.3194444444444444,288,-0.034722222222222265,0.3944223107569721,-0.04025564409030541
Surgery,Male,0.3541666666666667,0.3194444444444444,288,-0.034722222222222265,0.3948854201262039,-0.04071875345953724
Surgery,Middle,0.3506944444444444,0.3298611111111111,288,-0.020833333333333315,0.3928334439283344,-0.042138999483889994
Surgery,Other,0.3506944444444444,0.3159722222222222,288,-0.03472222222222221,0.39554965127864494,-0.04485520683420052
Surgery,White,0.3402777777777778,0.3194444444444444,288,-0.02083333333333337,0.39395950879522074,-0.053681731017442946
Unknown,Arab,0.36585365853658536,0.36585365853658536,41,0.0,0.38890733975423447,-0.023053681217649113
Unknown,Asian,0.3902439024390244,0.36585365853658536,41,-0.024390243902439046,0.39641434262948205,-0.006170440190457649
Unknown,Black,0.43902439024390244,0.36585365853658536,41,-0.07317073170731708,0.3884462151394422,0.05057817510446022
Unknown,Female,0.4146341463414634,0.4146341463414634,41,0.0,0.3975423447359681,0.017091801605495283
Unknown,High,0.3902439024390244,0.36585365853658536,41,-0.024390243902439046,0.39097245270494524,-0.0007285502659208354
Unknown,Low,0.3902439024390244,0.34146341463414637,41,-0.04878048780487804,0.3944223107569721,-0.0041784083179476905
Unknown,Male,0.36585365853658536,0.4146341463414634,41,0.04878048780487804,0.3948854201262039,-0.029031761589618565
Unknown,Middle,0.36585365853658536,0.36585365853658536,41,0.0,0.3928334439283344,-0.026979785391749056
Unknown,Other,0.36585365853658536,0.4634146341463415,41,0.09756097560975613,0.39554965127864494,-0.029695992742059585
Unknown,White,0.34146341463414637,0.3902439024390244,41,0.04878048780487804,0.39395950879522074,-0.05249609416107437
