overall_accuracy_original,overall_accuracy_augmented,overall_odds_original,overall_odds_augmented,overall_odds_ratio,overall_accuracy_parity
0.4380218368657675,0.3892100192678227,0.7794285714285716,0.6372239747634069,1.2231626591230556,-0.048811817597944784
