overall_accuracy_original,overall_accuracy_augmented,overall_odds_original,overall_odds_augmented,overall_odds_ratio,overall_accuracy_parity
0.4405908798972383,0.4158097686375321,0.7876004592422502,0.7117711771177118,1.1065360393372572,-0.024781111259706168
